"CARTON BOX WITH
/30/CTD TAB. BLISTER
ALU/ALU",40 MG/CTD TAB.,أقراص ملبسة,اسيا,CROSUFAT-40
TAB.ALU.ALU.,40 MG/CTD TAB.,أقراص ملبسة,اسيا,CROSUFAT-40 CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,اسيا,CROSUFAT-5 CTD TAB.
"CARTON BOX WITH
/30/CTD TAB. BLISTER
ALU/ALU",5 MG/CTD TAB.,أقراص ملبسة,اسيا,CROSUFAT-5 CTD TAB.
"FOR /100/ML.SY.IN GLASS
BOTTLE",2 MG/5 ML.,شراب,اسيا,CYPROHEPTADINE SYRUP
FOR/20/TAB.BLISTER,4 MG/TAB.,أقراص,اسيا,CYPROHEPTADINE TAB.
"FOR /30/CTD
TAB.BLISTER","450 MG+50 MG/CTD
TAB",أقراص ملبسة,اسيا,DAFLOPURE
"FOR /20/CTD
TAB.BLISTER","900 MG+100
MG/CTD TAB",أقراص ملبسة,اسيا,DAFLOPURE1000
TAB.ALU.ALU.,10 MG/CTD TAB.,أقراص ملبسة,اسيا,DAPAGLIF 10
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,اسيا,DAPAGLIF 5
"FOR /10/G.GEL IN
ALU.TUBE",0.32 %+15 %+0.34 %,جل فموي,اسيا,DENTINOX TEETHING GEL
FOR /50/AMP.OF 2ML.,8 MG/AMP.,محلول للحقن,اسيا,DEXAMETHASONE ASIA AMP.
FOR /100/AMP.OF 2ML.,8 MG/AMP.,محلول للحقن,اسيا,DEXAMETHASONE ASIA AMP.
FOR /3/AMP.OF 2ML.,8 MG/AMP.,محلول للحقن,اسيا,DEXAMETHASONE ASIA AMP.
"FOR /30/TAB.BLISTER
(P.V.D.C.)",0.25 MG+2 MG/TAB.,أقراص,اسيا,DEXAMINE TAB.
PLASTIQUE,5 %+0.45 %,سيروم,اسيا,
CONTAINER+URICAP.DOU,5 %+0.45 %,سيروم,اسيا,%+0.45% ASIA SERUM
PLASTIQUE,5 %+0.45 %,سيروم,اسيا,
CONTAINER+URICAP.DOU,5 %+0.45 %,سيروم,اسيا,%+0.45% ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE CONTAINER",2.5% +0.45%,سيروم,اسيا,"DEXTROSE/SODIUM CHLORIDE
ASIA (2.5%+0.45%) MIX SERUM"
"FOR /1/LITRE SERUM IN
PLASTIQUE CONTAINER",2.5% +0.45%,سيروم,اسيا,"DEXTROSE/SODIUM CHLORIDE
ASIA (2.5%+0.45%) MIX SERUM"
PLASTIQUE,2.5% +0.45%,سيروم,اسيا,
"FOR /0.5/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.DOU
PLE ENJECT",2.5% +0.45%,سيروم,اسيا,"DEXTROSE/SODIUM CHLORIDE
ASIA (2.5%+0.45%) MIX SERUM"
PLASTIQUE,2.5% +0.45%,سيروم,اسيا,
CONTAINER+URICAP.لخدم,2.5% +0.45%,سيروم,اسيا,ASIA (2.5%+0.45%) MIX SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE CONTAINER",5% +0.9%,سيروم,اسيا,"DEXTROSE/SODIUM CHLORIDE
ASIA-(5%+0.9%) SERUM"
"FOR /1/LITRE SERUM IN
PLASTIQUE CONTAINER",5% +0.9%,سيروم,اسيا,"DEXTROSE/SODIUM CHLORIDE
ASIA-(5%+0.9%) SERUM"
PLASTIQUE,5% +0.9%,سيروم,اسيا,
CONTAINER+URICAP.DOU,5% +0.9%,سيروم,اسيا,ASIA-(5%+0.9%) SERUM
PLASTIQUE,5% +0.9%,سيروم,اسيا,
CONTAINER+URICAP.DOU,5% +0.9%,سيروم,اسيا,ASIA-(5%+0.9%) SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE CONTAINER",0.1,سيروم,اسيا,DEXTROSE-10% ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE CONTAINER",0.1,سيروم,اسيا,DEXTROSE-10% ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.1,سيروم,اسيا,DEXTROSE-10% ASIA SERUM
,0.1,سيروم,اسيا,DEXTROSE-10% ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.1,سيروم,اسيا,DEXTROSE-10% ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.DOU
PLE ENJECT",0.1,سيروم,اسيا,DEXTROSE-10% ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE CONTAINER",0.3,سيروم,اسيا,DEXTROSE-30% ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE CONTAINER",0.3,سيروم,اسيا,DEXTROSE-30% ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.3,سيروم,اسيا,DEXTROSE-30% ASIA SERUM
,0.3,سيروم,اسيا,DEXTROSE-30% ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.3,سيروم,اسيا,DEXTROSE-30% ASIA SERUM
,0.3,سيروم,اسيا,DEXTROSE-30% ASIA SERUM
,0.05,سيروم,اسيا,DEXTROSE-5 % ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.05,سيروم,اسيا,DEXTROSE-5 % ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE CONTAINER",0.05,سيروم,اسيا,DEXTROSE-5 % ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE CONTAINER",0.05,سيروم,اسيا,DEXTROSE-5 % ASIA SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.05,سيروم,اسيا,DEXTROSE-5 % ASIA SERUM
,0.05,سيروم,اسيا,DEXTROSE-5 % ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.5,سيروم,اسيا,DEXTROSE-50% ASIA SERUM
"FOR /0.5/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.DOU
PLE ENJECT",0.5,سيروم,اسيا,DEXTROSE-50% ASIA SERUM
"FOR /1000/ML.SERIM IN
PLASTIQUE
CONTAINER+UROCAP",0.5,سيروم,اسيا,DEXTROSE-50% ASIA SERUM
,0.5,سيروم,اسيا,DEXTROSE-50% ASIA SERUM
FOR /30/TAB.BLISTER,40 MG/TAB.,أقراص,اسيا,DIACONTROL 40 TAB.
FOR /30/TAB.BLISTER,80 MG/TAB.,أقراص,اسيا,DIACONTROL 80 TAB.
FOR /30/TAB.BLISTER,30 MG/TAB.,أقراص,اسيا,DIACONTROL MR-30 TAB.
FOR /30/TAB.BLISTER,60 MG/TAB.,أقراص,اسيا,DIACONTROL MR-60 TAB.
/30/TAB.BLISTER(P.V.D.C.),10 MG/TAB.,أقراص,اسيا,DIAPAM-10 TAB.
FOR /30/TAB.BLISTER,2 MG/ TAB.,أقراص,اسيا,DIAPAM-2 TAB.
"FOR /30/TAB.BLISTER
(P.V.D.C.)",5 MG/TAB.,أقراص,اسيا,DIAPAM-5 TAB.
FOR /30/CTD TAB.BLISTER,200 MG/CTD TAB.,أقراص ملبسة,اسيا,DIARACONT -200
FOR /30/CTD TAB.BLISTER,550 MG/CTD TAB.,أقراص ملبسة,اسيا,DIARACONT -550
FOR /60/CTD TAB.BLISTER,550 MG/CTD TAB.,أقراص ملبسة,اسيا,DIARACONT -550
FOR /20/CTD TAB.BLISTER,60 MG/CTD TAB.,أقراص ملبسة,اسيا,DILZEM-60 CTD TAB.
FOR /20/CTD TAB.BLISTER,90 MG/CTD TAB.,أقراص ملبسة,اسيا,DILZEM-S.R.90 CTD TAB.
FOR /10/TAB.BLISTER,200 MG/TAB.,أقراص,اسيا,DOGMIL FORT/TAB.
FOR /20/TAB.BLISTER,50 MG/TAB.,أقراص,اسيا,DOGMIL TAB.
FOR /20/CTD TAB.BLISTER,135 MG/CTD TAB.,أقراص ملبسة,اسيا,DUSPALINA ASIA CTD TAB.
FOR /10/CTD TAB.BLISTER,100 MG/CTD TAB.,أقراص ملبسة,اسيا,DUSPALINA ASIA-100 CTD TAB.
FOR /30/CAP.BLISTER,200 MG/CAP.,محافظ,اسيا,DUSPALINA ASIA-200 S.R.CAP.
FOR /30/TAB.BLISTER,10 MG+25 MG/TAB.,أقراص,اسيا,ENAPRIL PLUS-10/25 TAB.
FOR /30/TAB.BLISTER,20 MG+12.5 MG/TAB.,أقراص,اسيا,ENAPRIL PLUS-20/12.5
FOR /30/TAB.BLISTER,5 MG+12.5 MG/TAB.,أقراص,اسيا,ENAPRIL PLUS-5/12.5 TAB.
FOR /20/TAB.BLISTER,10 MG/TAB.,أقراص,اسيا,ENAPRIL-10 TAB.
FOR /20/TAB.BLISTER,20 MG/TAB.,أقراص,اسيا,ENAPRIL-20 TAB.
FOR /20/TAB.BLISTER,5 MG/TAB.,أقراص,اسيا,ENAPRIL-5 TAB.
FOR /30/TAB.BLISTER,13.05 MG/TAB.,أقراص,اسيا,ENDROMAX-10 TAB.
FOR /30/TAB.BLISTER,52.21 MG/TAB.,أقراص,اسيا,ENDROMAX-40 TAB.
FOR /30/TAB.BLISTER,6.53 MG/TAB.,أقراص,اسيا,ENDROMAX-5 TAB.
FOR /20/CAP.BLISTER,20 MG/CAP.,محافظ,اسيا,ES-OMEPRAL 20 CAP.
FOR /20/CAP.BLISTER,40 MG/D.R.CAP.,محافظ,اسيا,ES-OMEPRAL 40 CAP.
FOR /30/CTD TAB.BLISTER,200 MG/CTD TAB.,أقراص ملبسة,اسيا,ETODOLAC ASIA-200 CTD TAB.
FOR /30/CTD TAB.BLISTER,300 MG/CTD TAB.,أقراص ملبسة,اسيا,ETODOLAC ASIA-300 CTD TAB.
FOR /20/CTD TAB.BLISTER,400 MG/CTD TAB.,أقراص ملبسة,اسيا,ETODOLAC ASIA-400 ER CTD TAB.
FOR /30/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,اسيا,ETODOLAC ASIA-500 CTD TAB.
FOR /20/CTD TAB.BLISTER,600 MG/CTD TAB.,أقراص ملبسة,اسيا,ETODOLAC ASIA-600 ER CTD TAB.
"FOR /10/CTD
TAB.ALU.ALU.","10MG+10
MG/CTD TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-10/10
"FOR /30/CTD TAB.BLISTER
ALU.ALU.","10MG+10
MG/CTD TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-10/10
"FOR /10/CTD
TAB.ALU.ALU.","10MG+20
MG/CTD TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-10/20
"FOR /30/CTD
TAB.ALU.ALU.","10MG+20
MG/CTD TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-10/20
"FOR /10/CTD
TAB.ALU.ALU.","5 MG+10 MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-5/10
"FOR /30/CTD
TAB.ALU.ALU.","5 MG+10 MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-5/10
"FOR /10/CTD TAB.
ALU.ALU.","5 MG+20 MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-5/20
"FOR /30/CTD
TAB.ALU.ALU.","5 MG+20 MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ATORVEX-5/20
"FOR /100/ML.SY.IN GLASS
BOTTLE","2MG+4MG+50MG/5ML
.",شراب,اسيا,EXPEL
FOR /20/CTD TAB.BLISTER,"160MG+10MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ZAR 160/10 CTD TAB.
FOR /20/CTD TAB.BLISTER,"160MG+5MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ZAR 160/5 CTD TAB.
FOR /20/CTD TAB.BLISTER,"320MG+10MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ZAR 320/10 CTD TAB.
FOR /20/CTD TAB.BLISTER,"320MG+5MG/CTD
TAB.",أقراص ملبسة,اسيا,EX-ZAR 320/5 CTD TAB.
FOR /20/CTD TAB.BLISTER,80MG+5MG/CTD TAB.,أقراص ملبسة,اسيا,EX-ZAR 80/5 CTD TAB.
FOR /10/TAB.BLISTER,"160MG+10MG+12.5M
G/CTD TAB",أقراص ملبسة,اسيا,"EX-ZAR PLUS 160/10/12.5 F.CTD
TAB."
FOR /30/TAB.BLISTER,"160MG+10MG+12.5M
G/CTD TAB",أقراص ملبسة,اسيا,"EX-ZAR PLUS 160/10/12.5 F.CTD
TAB."
"FOR /10/CTD
TAB.ALU.ALU.","320MG+10MG+25MG/
CTD TAB.",أقراص ملبسة,اسيا,EX-ZAR PLUS 320/10/25 CTD TAB.
"FOR /30/CTD
TAB.ALU.ALU.","320MG+10MG+25MG/
CTD TAB.",أقراص ملبسة,اسيا,EX-ZAR PLUS 320/10/25 CTD TAB.
"FOR /30/CTD
TAB.BLISTER",2.5 MG/CTD TAB.,أقراص ملبسة,اسيا,FEMPRO
FOR /20/CAP.BLISTER,0.5MG+50MG+22.5MG,محافظ,اسيا,FERROFOL-Z CAP.
FOR /10/CTD TAB.BLISTER,10 MG/CTD TAB.,أقراص ملبسة,اسيا,FEXERIL -10 CTD TAB.
FOR /30/CTD TAB.BLISTER,10 MG/CTD TAB.,أقراص ملبسة,اسيا,FEXERIL -10 CTD TAB.
FOR /10/CTD TAB.BLISTER,5 MG/CTD TAB.,أقراص ملبسة,اسيا,FEXERIL -5 CTD TAB.
FOR /30/CTD TAB.BLISTER,5 MG/CTD TAB.,أقراص ملبسة,اسيا,FEXERIL -5 CTD TAB.
FOR /10/CTD TAB.BLISTER,7.5 MG/CTD TAB.,أقراص ملبسة,اسيا,FEXERIL -7.5 CTD TAB.
FOR /30/CTD TAB.BLISTER,7.5 MG/CTD TAB.,أقراص ملبسة,اسيا,FEXERIL -7.5 CTD TAB.
"FOR /100/ML.SUSP.IN
GLASS BOTTLE",125 MG/5 ML.,معلق فموي,اسيا,FLAZOL
FOR /1/VIAL OF 100ML.,0.005,محلول للحقن,اسيا,FLAZOL FLACON
FOR /20/CTD TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,اسيا,FLAZOL-250 CTD TAB.
TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,اسيا,FLAZOL-250 CTD TAB.
TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,اسيا,FLAZOL-250 CTD TAB.
"FOR /1000/CTD
TAB.BLISTER",250 MG/CTD TAB.,أقراص ملبسة,اسيا,FLAZOL-250 CTD TAB.
"FOR /100/ML.SUSP.IN
GLASS BOTTLE",200 MG/5 ML.,معلق فموي,اسيا,FLAZOL-FORT SUSP.
FOR /20/TAB.BLISTER,500 MG/TAB.,أقراص,اسيا,FLAZOL-FORT TAB.
FOR /250/TAB.BLISTER,500 MG/TAB.,أقراص,اسيا,FLAZOL-FORT TAB.
FOR /500/TAB.BLISTER,500 MG/TAB.,أقراص,اسيا,FLAZOL-FORT TAB.
FOR /1000/TAB.BLISTER,500 MG/TAB.,أقراص,اسيا,FLAZOL-FORT TAB.
"FOR /1/VIAL +AMP.OF
LIDOCAINE 5ML.",500 MG/VIAL,فيال,اسيا,FORTAMIN-0.5 G VIAL
FOR /1/VIAL,500 MG/VIAL,فيال,اسيا,FORTAMIN-0.5 G VIAL
"FOR /1/VIAL +AMP.OF
WATER",500 MG/VIAL,فيال,اسيا,FORTAMIN-0.5 G VIAL
FOR /1/VIAL,1000 MG/VIAL,فيال,اسيا,FORTAMIN-1 G VIAL
"FOR /1/VIAL +AMP.OF
LIDOCAINE 5ML.",1000 MG/VIAL,فيال,اسيا,FORTAMIN-1 G VIAL
"FOR /1/VIAL.+AMP.OF
WATER",1000 MG/VIAL,فيال,اسيا,FORTAMIN-1 G VIAL
FOR /1/VIAL,2 G/VIAL,فيال,اسيا,FORTAMIN-2 G. VIAL
"FOR /1/VIAL +AMP.OF
LIDOCAINE",2 G/VIAL,فيال,اسيا,FORTAMIN-2 G. VIAL
"FOR /1/VIAL +AMP.OF
WATER",2 G/VIAL,فيال,اسيا,FORTAMIN-2 G. VIAL
TAB.ALU.ALU.,400 MG/CTD TAB.,أقراص ملبسة,اسيا,FOSVALDI CTD TAB.
TAB.ALU.ALU.,400 MG/CTD TAB.,أقراص ملبسة,اسيا,FOSVALDI CTD TAB.
"FOR /28/CTD
TAB.ALU.ALU.","400 MG+90 MG/CTD
TAB.",أقراص ملبسة,اسيا,FOSVALDI PLUS
FOR /50/AMP.OF 2ML.,20 MG/AMP.,ابر,اسيا,FUROMID AMP.
FOR /100/AMP.OF 2ML.,20 MG/AMP.,ابر,اسيا,FUROMID AMP.
FOR /5/AMP.OF 2ML.,20 MG/AMP.,ابر,اسيا,FUROMID AMP.
FOR /20/TAB.BLISTER,40 MG/TAB.,أقراص,اسيا,FUROSEMID TAB.
FOR /3/ AMP.OF 1 ML.,10 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-10 AMP.
FOR /50/ AMP.OF 1 ML.,10 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-10 AMP.
FOR /100/ AMP.OF 1 ML.,10 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-10 AMP.
FOR /3/AMP.OF 2ML.,40 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-40 AMP.
FOR /50/AMP.OF 2ML.,40 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-40 AMP.
FOR /100/AMP.2ML,40 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-40 AMP.
FOR /3/AMP.OF 2ML.,80 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-80 AMP.
FOR /50/AMP.OF 2ML.,80 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-80 AMP.
FOR /100/AMP.2ML,80 MG/AMP.,ابر,اسيا,GENTAMYCIN ASIA-80 AMP.
TAB.ALU.ALU.,10 MG/CTD TAB.,أقراص ملبسة,اسيا,GLIFOZIN 10
TAB.ALU.ALU.,25 MG/CTD TAB.,أقراص ملبسة,اسيا,GLIFOZIN 25
"FOR /30/CTD
TAB.ALU.ALU.","1000 MG+12.5
MG/CTD TAB.",أقراص ملبسة,اسيا,GLIFOZIN PLUS 1000/12.5
"FOR /30/CTD
TAB.ALU.ALU.","1000 MG+5 MG/CTD
TAB.",أقراص ملبسة,اسيا,GLIFOZIN PLUS 1000/5
"FOR /30/CTD
TAB.ALU.ALU.","500 MG+12.5 MG/CTD
TAB.",أقراص ملبسة,اسيا,GLIFOZIN PLUS 500/12.5
"FOR /30/CTD
TAB.ALU.ALU.","500 MG+5 MG/CTD
TAB.",أقراص ملبسة,اسيا,GLIFOZIN PLUS 500/5
"FOR /30/CTD
TAB.ALU.ALU.","850 MG+12.5 MG/CTD
TAB.",أقراص ملبسة,اسيا,GLIFOZIN PLUS 850/12.5
"FOR /30/CTD
TAB.ALU.ALU.","850 MG+5 MG/CTD
TAB.",أقراص ملبسة,اسيا,GLIFOZIN PLUS 850/5
FOR /20/CTD TAB.BLISTER,1000 MG/CTD TAB.,أقراص ملبسة,اسيا,GLUCOMET-1000 CTD TAB.
FOR /30/CTD TAB.BLISTER,1000 MG/CTD TAB.,أقراص ملبسة,اسيا,GLUCOMET-1000 CTD TAB.
FOR /20/TAB.BLISTER,500 MG/TAB.,أقراص,اسيا,GLUCOMET-500 TAB.
FOR /100/TAB.BLISTER,500 MG/TAB.,أقراص,اسيا,GLUCOMET-500 TAB.
FOR /20/CTD TAB.BLISTER,850 MG/CTD TAB.,أقراص ملبسة,اسيا,GLUCOMET-850 CTD TAB.
FOR /30/CTD TAB.BLISTER,"500MG+2.5MG/CTD
TAB.",أقراص ملبسة,اسيا,GLYCYCONT-500/2.5 CTD TAB.
FOR /30/CTD TAB.BLISTER,"500MG+5MG/CTD
TAB.",أقراص ملبسة,اسيا,GLYCYCONT-500/5 F.CTD TAB.
"FOR /20/CTD
TAB.BLISTER",5 MG/CTD TAB.,أقراص ملبسة,اسيا,HELAPROS CTD TAB.
TAB.ALU.ALU.,30 MG/CTD TAB.,أقراص ملبسة,اسيا,HEPALINZA-30 F.CTD TAB.
TAB.ALU.ALU.,60 MG/CTD TAB.,أقراص ملبسة,اسيا,HEPALINZA-60 F.CTD TAB.
TAB.ALU.ALU.,90 MG/CTD TAB.,أقراص ملبسة,اسيا,HEPALINZA-90 F.CTD TAB.
"FOR /21/CTD
TAB.BLISTER","35MCG+2MG/CTD
TAB.",أقراص ملبسة,اسيا,HORMODIAN-35 CTD TAB.
"FOR /63/CTD
TAB.BLISTER","35MCG+2MG/CTD
TAB.",أقراص ملبسة,اسيا,HORMODIAN-35 CTD TAB.
"FOR /21/CTD
TAB.BLISTER","2 MG+0.5 MG/CTD
TAB.",أقراص ملبسة,اسيا,HORMOLUTON CTD TAB.
TAB.ALU.ALU.,1.5 MG/CTD TAB.,أقراص ملبسة,اسيا,INDALEXINE SR SR.CTD TAB.
"FOR /30/TAB.BLISTER
P.V.D.C.",10 MG/TAB.,أقراص,اسيا,INDERATEC 10
"FOR /30/TAB.BLISTER
P.V.D.C.",20 MG/TAB.,أقراص,اسيا,INDERATEC 20
"FOR /30/TAB.BLISTER
P.V.D.C.",40 MG/TAB.,أقراص,اسيا,INDERATEC 40
"FOR /30/TAB.BLISTER
P.V.D.C.",60 MG/TAB.,أقراص,اسيا,INDERATEC 60
"FOR /30/TAB.BLISTER
P.V.D.C.",80 MG/TAB.,أقراص,اسيا,INDERATEC 80
FOR /20/CTD TAB.BLISTER,25 MG/CTD TAB.,أقراص ملبسة,اسيا,JANU ASIA -25 CTD TAB.
FOR /20/CTD TAB.BLISTER,50 MG/CTD TAB.,أقراص ملبسة,اسيا,JANU ASIA 50 CTD TAB.
FOR /10/CTD TAB.BLISTER,100 MG/CTD TAB.,أقراص ملبسة,اسيا,JANU ASIA-100 CTD TAB.
FOR /20/CTD TAB.BLISTER,100 MG/CTD TAB.,أقراص ملبسة,اسيا,JANU ASIA-100 CTD TAB.
FOR /20/CTD TAB.BLISTER,1000MG+50MG/ TAB.,أقراص ملبسة,اسيا,JANUASIA PLUS-1000/50 CTD TAB.
"FOR /20/F.CTD
TAB.BLISTER",500 MG+50 MG/ TAB.,أقراص ملبسة,اسيا,JANUASIA PLUS-500/50 CTD TAB.
FOR /20/CAP.BLISTER,400 MG/CAP.,محافظ,اسيا,JENAPROFEN-400 S.R.CAP.
FOR /30/TAB.BLISTER,100 MG/TAB.,أقراص,اسيا,JENATENOL-100 TAB.
FOR /30/TAB.BLISTER,50 MG/TAB.,أقراص,اسيا,JENATENOL-50 TAB.
FOR /30/TAB.BLISTER,10 MG/TAB.,أقراص,اسيا,JENOXIFEN-10 TAB.
FOR /30/ CTD TAB.BLISTER,20 MG/TAB.,أقراص,اسيا,JENOXIFEN-20 TAB.
FOR /1/VIAL OF 100ML.,0.005,محلول للحقن,اسيا,KLION FLACON
FOR /30/CTD TAB.BLISTER,"5 MG+2.5 MG/CTD
TAB.",أقراص ملبسة,اسيا,LABERAX CTD TAB.
FOR /20/TAB.BLISTER,2.5 MG+25 MCG/TAB.,أقراص,اسيا,LAMUTILE TAB.
FOR /250/TAB.BLISTER,2.5 MG+25 MCG/TAB.,أقراص,اسيا,LAMUTILE TAB.
FOR /500/TAB.BLISTER,2.5 MG+25 MCG/TAB.,أقراص,اسيا,LAMUTILE TAB.
FOR /1/VIAL OF 50ML.,5 MG/ML.,محلول للحقن /فيال,اسيا,LEVOTREX VIAL
FOR /10/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,اسيا,LEVOTREX-500 CTD TAB.
FOR /10/CTD TAB.BLISTER,750 MG/CTD TAB.,أقراص ملبسة,اسيا,LEVOTREX-750 CTD TAB.
FOR /10/TAB.BLISTER,1.5 MG/TAB.,أقراص,اسيا,LEXOBROMO-1.5 TAB.
FOR /10/TAB.BLISTER,3 MG/TAB.,أقراص,اسيا,LEXOBROMO-3 TAB.
FOR /50/AMP.OF 5ML.,0.01,ابر,اسيا,LIDOCAINE ASIA 1 % AMP.
FOR /1/VIAL OF 50/ML.,0.02,فيال,اسيا,LIDOCAINE ASIA-2 % VIAL.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,اسيا,LINASIA
FOR /50/AMP.OF 2ML.,600 MG/AMP.,ابر,اسيا,LINCOMYCIN ASIA-600 AMP.
FOR /100/AMP.OF 2ML.,600 MG/AMP.,ابر,اسيا,LINCOMYCIN ASIA-600 AMP.
FOR /3/AMP.2ML,600 MG/AMP.,ابر,اسيا,LINCOMYCIN ASIA-600 AMP.
"FOR /40/CTD TAB.BLISTER
(P.V.D.C.)",100 MG/CTD TAB.,أقراص ملبسة,اسيا,LOPRESS-100 CTD TAB.
"FOR /40/CTD TAB.BLISTER
(P.V.D.C.)",50 MG/CTD TAB.,أقراص ملبسة,اسيا,LOPRESS-50 CTD TAB.
FOR /20/TAB.BLISTER,10 MG/TAB.,أقراص,اسيا,LORATADINE ASIA-10 TAB.
FOR /10/TAB.BLISTER,10 MG/TAB.,أقراص,اسيا,LORATADINE ASIA-10 TAB.
"FOR /30/CTD
TAB.ALU.ALU.","100MG+25MG/CTD
TAB.",أقراص ملبسة,اسيا,"LOSARTAN PLUS ASIA-100/25 CTD
TAB."
"FOR /30/CTD
TAB.ALU.ALU.","50MG+12.5MG/CTD
TAB.",أقراص ملبسة,اسيا,"LOSARTAN PLUS ASIA-50/12.5
CTD TAB."
FOR /50/CTD TAB.BLISTER,25 MG/CTD TAB.,أقراص ملبسة,اسيا,LOSARTAN-25 CTD TAB.
FOR /50/CTD TAB.BLISTER,50 MG/CTD TAB.,أقراص ملبسة,اسيا,LOSARTAN-50 CTD TAB.
FOR /60/TAB.BLISTER,132 MG+275 MG/TAB.,أقراص,اسيا,MAALUS TAB.
FOR /100/TAB.BLISTER,132 MG+275 MG/TAB.,أقراص,اسيا,MAALUS TAB.
FOR /250/TAB.BLISTER,132 MG+275 MG/TAB.,أقراص,اسيا,MAALUS TAB.
"FOR /200/ML.SUSP.IN
GLASS BOTTLE",200 MG+100 MG/5ML.,معلق فموي,اسيا,MALOS SUSP.
"FOR /50/CHEW
TAB.BLISTER","400MG+400MG+40MG
/TAB",أقراص للمضغ,اسيا,MALUS PLUS CHEW.TAB.
"FOR /500/ML.SERUM IN
PLASTIC
CONTAINER+UROCAP.",0.1,سيروم,اسيا,MANNITOL ASIA-10% SERUM
"FOR /500/ML.SERUM IN
PLASTIC
CONTAINER+UROCAP.",0.1,سيروم,اسيا,MANNITOL ASIA-10% SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.1,سيروم,اسيا,MANNITOL ASIA-10% SERUM
,0.1,سيروم,اسيا,MANNITOL ASIA-10% SERUM
"FOR /1/LITRE SERUM IN
PLASTIQUE
CONTAINER+URICAP.",0.2,سيروم,اسيا,MANNITOL ASIA-20% SERUM
,0.2,سيروم,اسيا,MANNITOL ASIA-20% SERUM
"FOR /500/ML.SERUM IN
PLASTIC CONTAINER +
UROCAP.",0.2,سيروم,اسيا,MANNITOL ASIA-20% SERUM
,0.2,سيروم,اسيا,MANNITOL ASIA-20% SERUM
FOR /1/VIAL,500 MG+500 MG/VIAL,بودرة للحقن /فيال,اسيا,MAXIPEN-1000 VIAL
"FOR /60/ML.SUSP.IN
GLASS BOTTLE",125 MG+125 MG/5 ML.,معلق جاف,اسيا,MAXIPEN-250 DRY SYRUP
"FOR /100/ML.SUSP.IN
GLASS BOTTLE",125 MG+125 MG/5 ML.,معلق جاف,اسيا,MAXIPEN-250 DRY SYRUP
