616,Parkomet 100+10 _ 50,100+10,50,0,10,carbidopa 10mg+levodopa 100mg / tab,أدوية الجهاز العصبي المركزي,"معالجة الباركنسونية البدئية، الباركنسونية الثانوية (التالية لالتهاب الدماغ، استعمال الأدوية)، الاضطرابات المترافقة بفرط برولاكتين الدم، الأعراض العصبية للتسمم بأول أكسيد الكربون أو المنغنيز [ التركيز 100-10: مضغوطة 3-4 مرات / يوم، الجرعة القصوى 8 مضغوطات","حركات لا إرادية، عسر الحركة، أرق، هبوط ضغط انتصابي، غثيان، قياء، اضطرابات قلبية وعائية نفسية، قهم","مراعاة الإيقاف التدريجي، الزرق مفتوح الزاوية، القرحات الهضمية، الاضطرابات النفسية، الاضطرابات القلبية، الاضطرابات الغدية، تقييم وظائف الكبد والكلية والقلب والدم","مضادات الذهان(البوتيروفينون، الفينوثيازين)، الريزربين، البابافيرين، الفينتوئين، الغوانتيدين، الميتوكلوبراميد، مضادات الكولين، الأمفيتامين"
617,Parkomet 100+10 _ 20,100+10,20,0,10,carbidopa 10mg+levodopa 100mg / tab,أدوية الجهاز العصبي المركزي,"معالجة الباركنسونية البدئية، الباركنسونية الثانوية (التالية لالتهاب الدماغ، استعمال الأدوية)، الاضطرابات المترافقة بفرط برولاكتين الدم، الأعراض العصبية للتسمم بأول أكسيد الكربون أو المنغنيز [ التركيز 100-10: مضغوطة 3-4 مرات / يوم، الجرعة القصوى 8 مضغوطات","حركات لا إرادية، عسر الحركة، أرق، هبوط ضغط انتصابي، غثيان، قياء، اضطرابات قلبية وعائية نفسية، قهم","مراعاة الإيقاف التدريجي، الزرق مفتوح الزاوية، القرحات الهضمية، الاضطرابات النفسية، الاضطرابات القلبية، الاضطرابات الغدية، تقييم وظائف الكبد والكلية والقلب والدم","مضادات الذهان(البوتيروفينون، الفينوثيازين)، الريزربين، البابافيرين، الفينتوئين، الغوانتيدين، الميتوكلوبراميد، مضادات الكولين، الأمفيتامين"
618,Lomotine _ 50,,50,0,10,atropine 0.025mg+loperamide 2.5mg / tab,الأدوية الهضمية,"معالجة الاسهال الحاد والمزمن ذو المنشأ الجرثومي، التهاب القولون [4 مضغوطات ثم 2 مضغوطة كل 6 ساعات حتى تتم السيطرة على الإسهال]","غثيان، قياء، نعاس، صداع، دوار","الأطفال، الإرضاع ، مراقبة الشوارد، الكحول، القصور الكبدي، أمراض القولون الالتهابية","المهدئات، الباربيتورات، مثبطات خميرة MAO"
619,Hexopan 2 _ 30,2,30,0,10,,,,,,
620,Parkomet 250+25 _ 40,250,40,0,10,carbidopa 25mg+levodopa 250mg / tab,أدوية الجهاز العصبي المركزي,"معالجة الباركنسونية البدئية، الباركنسونية الثانوية (التالية لالتهاب الدماغ، استعمال الأدوية)، الاضطرابات المترافقة بفرط برولاكتين الدم، الأعراض العصبية للتسمم بأول أكسيد الكربون أو المنغنيز [ التركيز 100-10: مضغوطة 3-4 مرات / يوم، الجرعة القصوى 8 مضغوطات","حركات لا إرادية، عسر الحركة، أرق، هبوط ضغط انتصابي، غثيان، قياء، اضطرابات قلبية وعائية نفسية، قهم","مراعاة الإيقاف التدريجي، الزرق مفتوح الزاوية، القرحات الهضمية، الاضطرابات النفسية، الاضطرابات القلبية، الاضطرابات الغدية، تقييم وظائف الكبد والكلية والقلب والدم","مضادات الذهان(البوتيروفينون، الفينوثيازين)، الريزربين، البابافيرين، الفينتوئين، الغوانتيدين، الميتوكلوبراميد، مضادات الكولين، الأمفيتامين"
621,Imperan 10 _ 20,10,20,0,10,metoclopramide 10mg,أدوية الجهاز العصبي المركزي,"معالجة القياء والغثيان، فرط حموضة المعدة، عسر الهضم، النفخة، الشقيقة، دوار السفر [للكبار 10 ملغ 3 مرات/يوم، للأطفال 0.5 ملغ/كغ /يوم]","أعراض خارج هرمية، دوار، نعاس، وهن، ثر الحليب، إسهال","القصور الكبدي، القصور الكلوي، الحمل، الإرضاع، الأطفال، المسنين، الكحول، عدم قيادة الآليات","الأسبرين، الباراسيتامول، مضادات المسكارين، مضادات الذهان، البروموكربتين، الليفودوبا"
622,Lomotine _ 20,,20,0,10,atropine 0.025mg+loperamide 2.5mg / tab,الأدوية الهضمية,"معالجة الاسهال الحاد والمزمن ذو المنشأ الجرثومي، التهاب القولون [4 مضغوطات ثم 2 مضغوطة كل 6 ساعات حتى تتم السيطرة على الإسهال]","غثيان، قياء، نعاس، صداع، دوار","الأطفال، الإرضاع ، مراقبة الشوارد، الكحول، القصور الكبدي، أمراض القولون الالتهابية","المهدئات، الباربيتورات، مثبطات خميرة MAO"
623,Medazepam 10 _ 50,10,50,0,10,medazepam 10mg,أدوية الجهاز العصبي المركزي,"القلق الشديد، الأرق [5ـ20 ملغ/يوم]، الصرع والاختلاجات الحرورية، تشنج العضلات، تناذر سحب الكحول [15-30 ملغ/يوم] على جرعات، الجرعة القصوى [40 ملغ/يوم]","نعاس، صداع، هزع","القصور الكلوي، القصور الكبدي، تصلب الشرايين، القصور التنفسي المزمن، الكهول، عدم قيادة الآليات","مثبطات الجملة العصبية المركزية، الكاربامازبين، الفينوباربيتون، السيميتيدين"
624,Hexopan 5 _ 30,5,30,0,10,,,,,,
625,Migritan 10 _ 10,10,10,0,10,rizatriptan 10mg,,,,,
626,Migritan 5 _ 10,5,10,0,10,rizatriptan 5mg,,,,,
627,Nidergina 1.5 _ 50,1.5,50,0,10,dergocrine 1.5mg,الأدوية القلبية والوعائية,"منشط دوراني دماغي لمعالجة الاضطرابات الوعائية الدماغية (الصداع، الدوار، الأمراض الوعائية الدماغية الحادة، الوقاية من الشقيقة)، معالجة الاضطرابات العقلية (اعتلال الذاكرة، عته الشيخوخة، ضعف التركيز)، الاكتئاب، الانطواء على النفس، [1-2 ملغ 3 مرات /يوم] قبل","غثيان، قياء، دوخة، احتقان الأنف، اندفاعات جلدية","بطء القلب الحاد، هبوط ضغط الدم",
628,Ketonazol 200 _ 10,200,10,0,12,ketoconazole 200mg,مضادات العوامل الإنتانية,"معالجة الإصابات الفطرية الجهازية(الجلدية، الجهاز الهضمي، الجهاز التناسلي، الأغشية المخاطية، ملحقات الجلد)، للوقاية من الإصابات الفطرية في أمراض نقص المناعة أو المعالجة بالأدوية المثبطة للمناعة [مضغوطة/يوم أو ملعقة كبيرة مرتين/يوم لمدة أسبوعين]، إصابات الم","اضطرابات هضمية، اضطرابات كبدية، أعراض تحسسية","مراقبة وظائف الكبد (بخاصة ناقلات الأمين، الفوسفاتاز القلوية)","مضادات الكولين، حاصرات مستقبلات الهيستامين H2، مضادات التخثر الفموية، السيكلوسبورين، الريفامبيسين، الفينيتوئين، كلورديازيبوكسيد، البريدنيزولون"
629,Kanadol 500 _ 500,500,500,0,13,paracetamol 500mg,,,,,
631,KanadolNight _ 20,,20,0,13,diphenhydramine 25mg+paracetamol 500mg / tab,,,,,
632,Kanafolic 5 _ 20,5,20,0,13,folic acid 5mg,,,,,
633,Kanamol 500 _ 500,500,500,0,13,paracetamol 500mg,,,,,
634,Kanadine _ 20,,20,0,13,codeine 8mg+paracetamol 500mg / tab,,,,,
635,Clarithromycin 500 _ 15,500,15,0,13,clarithromycin 500mg,,,,,
636,Kanapril 20 _ 10,20,10,0,13,fosinopril 20mg,,,,,
637,Kanaspartam 22 _ 100,22,100,0,13,aspartame 22mg,,,,,
638,Clarithromycin 250 _ 15,250,15,0,13,clarithromycin 250mg,,,,,
639,Kanapril 20 _ 30,20,30,0,13,fosinopril 20mg,,,,,
640,Kanaphin _ 20,,20,0,13,diphenhydramine 25mg,,,,,
641,Kanamol 500 _ 20,500,20,0,13,paracetamol 500mg,,,,,
642,Kanaspirin 100 _ 30,100,30,0,13,aspirin 100mg,,,,,
643,Clarithromycin 500 _ 14,500,14,0,13,clarithromycin 500mg,,,,,
644,Kanaspirin 100 _ 100,100,100,0,13,aspirin 100mg,,,,,
645,Flex 2 _ 20,2,20,0,13,tizanidine 2mg,,,,,
646,Flex 4 _ 20,4,20,0,13,tizanidine 4mg,,,,,
647,Folifer _ 30,,30,0,13,ferros fumarate 308mg+folic acid 0.35mg / tab,,,,,
648,Folifer _ 20,,20,0,13,ferros fumarate 308mg+folic acid 0.35mg / tab,,,,,
649,Folifer _ 50,,50,0,13,ferros fumarate 308mg+folic acid 0.35mg / tab,,,,,
650,Kanafolic 5 _ 50,5,50,0,13,folic acid 5mg,,,,,
651,Kanagesic _ 20,,20,0,13,orphenadrine 35mg+paracetamol 450mg / c-tab,,,,,
652,Romacalm 7.5 _ 20,7.5,20,0,13,meloxicam 7.5mg,,,,,
653,Venexor 25 _ 30,25,30,0,13,venlafaxine 25mg,,,,,
654,Triophillin 200 _ 20,200,20,0,13,theophylline 200mg,,,,,
655,Triophillin 100 _ 20,100,20,0,13,theophylline 100mg,,,,,
656,Trimelon 100 _ 20,100,20,0,13,trimebutin 100mg,,,,,
657,SparoF _ 6,,6,0,13,sparfloxacin 200mg,,,,,
658,SparoF _ 11,,11,0,13,sparfloxacin 200mg,,,,,
659,Kanaspirin 100 _ 50,100,50,0,13,aspirin 100mg,,,,,
660,Septilin _ 100,,100,0,13,خلاصات نباتية لالتهاب المجاري التنفسية,,,,,
661,Clarithromycin 250 _ 14,250,14,0,13,clarithromycin 250mg,,,,,
662,Romacalm 15 _ 20,15,20,0,13,meloxicam 15mg,,,,,
663,Kanazol 100 _ 6,100,6,0,13,mebendazole 100mg,,,,,
664,Kanazol 100 _ 10,100,10,0,13,mebendazole 100mg,,,,,
665,Kanastatin 500 _ 20,500,20,0,13,"nystatin 500,000iu",,,,,
666,"Kanastatin 1,000 _ 20",1000,20,0,13,"nystatin 1,000,000iu",,,,,
667,Kanaspirin 325 _ 30,325,30,0,13,aspirin 325mg,,,,,
668,Septilin _ 60,,60,0,13,خلاصات نباتية لالتهاب المجاري التنفسية,,,,,
669,Kanadol 500 _ 20,500,20,0,13,paracetamol 500mg,,,,,
670,Furantin 50 _ 20,50,20,0,14,nitrofurantoin 50mg,,,,,
671,Furantin 100 _ 20,100,20,0,14,nitrofurantoin 100mg,,,,,
672,Fluvermin 100 _ 6,100,6,0,14,flubendazole 100mg,,,,,
673,Betamizole _ 30,,30,0,14,diloxanide 250mg+metronidazole 200mg / tab,,,,,
674,Betamizole _ 20,,20,0,14,diloxanide 250mg+metronidazole 200mg / tab,,,,,
675,Aironal _,,,0,14,terbutaline,أدوية جهاز التنفس,"مهدئ للسعال، موسع للقصبات، حالات الربو القصبي والتهاب القصبات المزمن [للكبار ملعقة كبيرة 3 مرات/يوم، للأطفال 3ـ5 سنوات 0.5 ملعقة صغيرة 3 مرات/يوم، 6ـ12 سنة 1ـ2 ملعقة صغيرة 3 مرات/يوم]",اضطرابات هضمية,"الداء السكري، فرط نشاط الدرق، القصور التاجي","التتراسكلين، الإريترومايسين"
676,Stezol 10 _ 20,10,20,0,15,astemizole 10mg,مضادات التحسس,"الرشح والتهاب الجيوب التحسسي، التهاب الأنف التحسسي، التهاب الملتحمة التحسسي، الاضطرابات الجلدية التحسسية، الشرى [للكبار 10 ملغ/يوم، الأطفال 6ـ12 سنة 5 ملغ/يوم]","النهم، زيادة الوزن، أرق، تشنج الطرق التنفسية، التحسس لأشعة الشمس","مرضى القلب، الداء السكري","الكيتوكونازول، المهدئات، الماكروليدات"
677,GastroLactase 3 _ 50,3,50,0,15,"lactase 3,000iu",,,,,
678,Dopegyt 250 _ 1000,250,1000,0,15,methyldopa 250mg,الأدوية القلبية والوعائية,"فرط ضغط الدم [250 ملغ 2-3 مرات/يوم]، الجرعة القصوى [3.5غ /يوم]، [للأطفال 10 ملغ/كغ /يوم]، الجرعة القصوى [65 ملغ/كغ /يوم]","قياء، غثيان، إمساك، بطء القلب، اضطرابات عصبية","القصور الكلوي، فقر الدم الانحلالي، توقف المعالجة عند ظهور تفاعل كومبس إيجابي، استعماله قد يغير معايرة الكاتيكولامين مخبرياً","ليفودوبا، مثبطات خميرة MAO، الليثيوم"
679,Dopegyt 250 _ 30,250,30,0,15,methyldopa 250mg,الأدوية القلبية والوعائية,"فرط ضغط الدم [250 ملغ 2-3 مرات/يوم]، الجرعة القصوى [3.5غ /يوم]، [للأطفال 10 ملغ/كغ /يوم]، الجرعة القصوى [65 ملغ/كغ /يوم]","قياء، غثيان، إمساك، بطء القلب، اضطرابات عصبية","القصور الكلوي، فقر الدم الانحلالي، توقف المعالجة عند ظهور تفاعل كومبس إيجابي، استعماله قد يغير معايرة الكاتيكولامين مخبرياً","ليفودوبا، مثبطات خميرة MAO، الليثيوم"
680,Nospa 40 _ 20,40,20,0,15,drotaverine 40mg,,,,,
681,Tildia 60 _ 20,60,20,0,15,diltiazem 60mg,الأدوية القلبية والوعائية,"معالجة فرط ضغط الدم [30-60 ملغ 3مرات/يوم]، للوقاية ومعالجة الذبحة الصدرية [60-120 ملغ 3 مرات/يوم]، الجرعة القصوى [360 ملغ /يوم]","اضطرابات هضمية، صداع، حكة، وذمة بالأطراف السفلية، هبوط ضغط الدم، حصار أذيني بطيني","القصور الكبدي، القصور الكلوي، عدم زيادة الجرعة إذا كان النبض 50/دقيقة","مشتقات النتروغليسرين، النترات، الغليكوزيدات القلبية (الديجوكسين)، حاصرات مستقبلات بيتا، حاصرات مستقبلات ألفا، مضادات اضطراب النظم ، الثيوفيللين، الأميودارون، الدانترولين، السيكلوسبورين، مضادات مستقبلات الهستامين H2 (السيميتيدين)، الكاربامازبين"
682,Parotin 20 _ 20,20,20,0,15,paroxetine 20mg,,,,,
683,Glyciphage 500 _ 50,500,50,0,15,metformin 500mg,الهرمونات,الداء السكري غير المعتمد على الأنسولين [500-825 ملغ كل 12 ساعة],حدوث حمّاض لبني,إيقاف الدواء عند ارتفاع نسبة لاكتات / بيروفات,"الستيروئيدات القشرية السكرية، المدرات التيازيدية ، مانعات الحمل الفموية"
684,Sulcrate 1 _ 30,1,30,0,15,sucralfate 1gr,الأدوية الهضمية,"المعالجة قصيرة الأمد للقرحة الهضمية، التهاب المعدة الحاد والمزمن [مضغوطة أو ظرف واحد 4 مرات/يوم] قبل الطعام بساعة وعند النوم","غثيان، قياء، سوء الهضم، جفاف الفم، إمساك، إسهال","الإرضاع، اضطراب وظيفة الكلية، الفصل بينه وبين باقي الأدوية بساعتين","الديجوكسين، الفينيتوئين، التتراسكلين، الوارفارين، السميتيدين"
685,Domidone 10 _ 40,10,40,0,15,domperidone 10mg,,,,,
686,Diurex 25 _ 20,25,20,0,15,HCT 25mg,,,,,
687,Tenormin 100 _ 20,100,20,0,16,atenolol 100mg,الأدوية القلبية والوعائية,"فرط ضغط الدم، اضطراب نظم القلب، احتشاء العضلة القلبية، المعالجة الطويلة للذبحة الصدرية [50-100 ملغ/يوم]","برودة أطراف، بطء قلب عارض، اضطرابات تنفسية، إعياء، اضطرابات هضمية","نقص احتياطي القلب، القصور الكلوي، التشنج القصبي، الحمل، الإرضاع، الأطفال، الداء السكري (قد يحجب تسرع القلب الناتج عن هبوط السكر)، السلعة الدرقية (قد يحجب أعراض بطء القلب)، التخدير، الوهن العضلي الوخيم، الصداف (يفاقم الحالة)، مراعاة الإيقاف التدريجي","الريزربين، الديجوكسين، حاصرات الكالسيوم، حاصرات مستقبلات بيتا"
688,Tenormin 50 _ 20,50,20,0,16,atenolol 50mg,الأدوية القلبية والوعائية,"فرط ضغط الدم، اضطراب نظم القلب، احتشاء العضلة القلبية، المعالجة الطويلة للذبحة الصدرية [50-100 ملغ/يوم]","برودة أطراف، بطء قلب عارض، اضطرابات تنفسية، إعياء، اضطرابات هضمية","نقص احتياطي القلب، القصور الكلوي، التشنج القصبي، الحمل، الإرضاع، الأطفال، الداء السكري (قد يحجب تسرع القلب الناتج عن هبوط السكر)، السلعة الدرقية (قد يحجب أعراض بطء القلب)، التخدير، الوهن العضلي الوخيم، الصداف (يفاقم الحالة)، مراعاة الإيقاف التدريجي","الريزربين، الديجوكسين، حاصرات الكالسيوم، حاصرات مستقبلات بيتا"
689,Tilcotil 20 _ 10,20,10,0,16,tenoxicam 20mg,أدوية الجهاز الحركي,"الاضطرابات الاستحالية للجهاز العضلي الهيكلي، الرثية المفصلية، التهاب المفاصل، التهاب الفقرات اللاصق، الإضطرابات المفصلية(التهاب الأربطة، الوثي، الكيس المفصلي، تنكس المفصل)، التهاب الوتر، التهاب الجراب، تناذر الكتف والذراع [مضغوطة واحدة/يوم]، النقرس الحاد","اضطرابات هضمية، قلبية، تنفسية، عصبية، عينية، جلدية، بولية، دموية","القصور الكبدي، القصور الكلوي، قصور القلب الاحتقاني، تشمع الكبد، الداء السكري، نقص حجم الدم، خطر حدوث نزف هضمي","السلفاميدات، مضادات التخثر، هيبارين، الأسبرين، الليثيوم، الديجوكسين، خافضات سكر الدم الفموية، المدرات الحافظة للبوتاسيوم، خافضات ضغط الدم"
690,Venoruton 500 _ 20,500,20,0,16,oxerutin 500mg,,,,,
691,Vilas 10 _ 4,10,4,0,16,tadalafil 10mg,,,,,
692,Tenoretic 50 _ 28,50,28,0,16,atenolol 50mg+chlorthalidone 12.5mg / tab,,,,,
693,VisioMax _ 28,,28,0,16,متمم غذائي يحوي اللوتين وخلاصة عنب الأحراج مع الفيتامينات المضادة للأكسدة معد خصيصا لتحسين صحة العين,,,,,
694,Tenormin 50 _ 28,50,28,0,16,atenolol 50mg,الأدوية القلبية والوعائية,"فرط ضغط الدم، اضطراب نظم القلب، احتشاء العضلة القلبية، المعالجة الطويلة للذبحة الصدرية [50-100 ملغ/يوم]","برودة أطراف، بطء قلب عارض، اضطرابات تنفسية، إعياء، اضطرابات هضمية","نقص احتياطي القلب، القصور الكلوي، التشنج القصبي، الحمل، الإرضاع، الأطفال، الداء السكري (قد يحجب تسرع القلب الناتج عن هبوط السكر)، السلعة الدرقية (قد يحجب أعراض بطء القلب)، التخدير، الوهن العضلي الوخيم، الصداف (يفاقم الحالة)، مراعاة الإيقاف التدريجي","الريزربين، الديجوكسين، حاصرات الكالسيوم، حاصرات مستقبلات بيتا"
695,Zestoretic _ 20,,20,0,16,lisinopril 20mg+HCT ( hydrochlorthiazide )12.5mg / tab,الأدوية القلبية والوعائية,فرط ضغط الدم الأساسي[ مضغوطة/يوم],"دوار، صداع، سعال جاف، تعب، هبوط الضغط الانتصابي","الأطفال، مراقبة الشوارد، الضغط الدموي، مرضى نقص التروية القلبية، الأمراض الوعائية الدماغية، القصور الكلوي، القصور الكبدي، الداء السكري، يجب إيقاف الاستعمال قبل فحص وظائف جارات الدرق","الليثيوم، الإندوميتاسين"
696,Zestril 10 _ 28,10,28,0,16,lisinopril 10mg,الأدوية القلبية والوعائية,"معالجة فرط ضغط الدم [10-20 ملغ/يوم] جرعة واحدة، علاج مساعد في قصور القلب الاحتقاني [5-20 ملغ/يوم]، فرط ضغط الدم الناجم عن أمراض الكلى وأوعيتها الدموية [2.5-5 ملغ/يوم]، الجرعة القصوى [80 ملغ /يوم]","أعراض تحسسية، سعال جاف، نقص وزن، اضطرابات قلبية، اضطرابات هضمية، اضطرابات عصبية، اضطرابات بولية","الإرضاع، الأطفال، أمراض الكولاجين، فاقة دموية احتباسية، الأمراض الدماغية الوعائية، النزف الدماغي الوعائي، التخدير، اضطراب وظائف الكلى","الكحول، المخدرات، حاصرات الكالسيوم، حاصرات مستقبلات بيتا، النترات، الليفودوبا، المدرات، الإندوميتاسين، الساليسلات، الليثيوم، البوتاسيوم"
697,Zestril 10 _ 20,10,20,0,16,lisinopril 10mg,الأدوية القلبية والوعائية,"معالجة فرط ضغط الدم [10-20 ملغ/يوم] جرعة واحدة، علاج مساعد في قصور القلب الاحتقاني [5-20 ملغ/يوم]، فرط ضغط الدم الناجم عن أمراض الكلى وأوعيتها الدموية [2.5-5 ملغ/يوم]، الجرعة القصوى [80 ملغ /يوم]","أعراض تحسسية، سعال جاف، نقص وزن، اضطرابات قلبية، اضطرابات هضمية، اضطرابات عصبية، اضطرابات بولية","الإرضاع، الأطفال، أمراض الكولاجين، فاقة دموية احتباسية، الأمراض الدماغية الوعائية، النزف الدماغي الوعائي، التخدير، اضطراب وظائف الكلى","الكحول، المخدرات، حاصرات الكالسيوم، حاصرات مستقبلات بيتا، النترات، الليفودوبا، المدرات، الإندوميتاسين، الساليسلات، الليثيوم، البوتاسيوم"
698,Zestril 20 _ 20,20,20,0,16,lisinopril 20mg,الأدوية القلبية والوعائية,"معالجة فرط ضغط الدم [10-20 ملغ/يوم] جرعة واحدة، علاج مساعد في قصور القلب الاحتقاني [5-20 ملغ/يوم]، فرط ضغط الدم الناجم عن أمراض الكلى وأوعيتها الدموية [2.5-5 ملغ/يوم]، الجرعة القصوى [80 ملغ /يوم]","أعراض تحسسية، سعال جاف، نقص وزن، اضطرابات قلبية، اضطرابات هضمية، اضطرابات عصبية، اضطرابات بولية","الإرضاع، الأطفال، أمراض الكولاجين، فاقة دموية احتباسية، الأمراض الدماغية الوعائية، النزف الدماغي الوعائي، التخدير، اضطراب وظائف الكلى","الكحول، المخدرات، حاصرات الكالسيوم، حاصرات مستقبلات بيتا، النترات، الليفودوبا، المدرات، الإندوميتاسين، الساليسلات، الليثيوم، البوتاسيوم"
699,Zestril 20 _ 10,20,10,0,16,lisinopril 20mg,الأدوية القلبية والوعائية,"معالجة فرط ضغط الدم [10-20 ملغ/يوم] جرعة واحدة، علاج مساعد في قصور القلب الاحتقاني [5-20 ملغ/يوم]، فرط ضغط الدم الناجم عن أمراض الكلى وأوعيتها الدموية [2.5-5 ملغ/يوم]، الجرعة القصوى [80 ملغ /يوم]","أعراض تحسسية، سعال جاف، نقص وزن، اضطرابات قلبية، اضطرابات هضمية، اضطرابات عصبية، اضطرابات بولية","الإرضاع، الأطفال، أمراض الكولاجين، فاقة دموية احتباسية، الأمراض الدماغية الوعائية، النزف الدماغي الوعائي، التخدير، اضطراب وظائف الكلى","الكحول، المخدرات، حاصرات الكالسيوم، حاصرات مستقبلات بيتا، النترات، الليفودوبا، المدرات، الإندوميتاسين، الساليسلات، الليثيوم، البوتاسيوم"
700,Modazol 500 _ 20,500,20,0,16,metronidazole 500mg,,,,,
701,Vilas 20 _ 4,20,4,0,16,tadalafil 20mg,,,,,
702,Dexatrone 0.5 _ 20,0.5,20,0,16,dexamethasone 0.5mg,,,,,
703,Zestril 5 _ 28,5,28,0,16,lisinopril 5mg,الأدوية القلبية والوعائية,"معالجة فرط ضغط الدم [10-20 ملغ/يوم] جرعة واحدة، علاج مساعد في قصور القلب الاحتقاني [5-20 ملغ/يوم]، فرط ضغط الدم الناجم عن أمراض الكلى وأوعيتها الدموية [2.5-5 ملغ/يوم]، الجرعة القصوى [80 ملغ /يوم]","أعراض تحسسية، سعال جاف، نقص وزن، اضطرابات قلبية، اضطرابات هضمية، اضطرابات عصبية، اضطرابات بولية","الإرضاع، الأطفال، أمراض الكولاجين، فاقة دموية احتباسية، الأمراض الدماغية الوعائية، النزف الدماغي الوعائي، التخدير، اضطراب وظائف الكلى","الكحول، المخدرات، حاصرات الكالسيوم، حاصرات مستقبلات بيتا، النترات، الليفودوبا، المدرات، الإندوميتاسين، الساليسلات، الليثيوم، البوتاسيوم"
704,Babyspirin 100 _ 20,100,20,0,16,aspirin 100mg,,,,,
705,BactrimForte _ 10,,10,0,16,sulfamethoxazole 800mg+trimethoprim 160mg / tab,مضادات العوامل الإنتانية,"تجرثم الدم، داء البروسيلات، الحمى التيفية، إنتانات الطرق التنفسية العلوية والسفلية، إنتان الأذن الوسطى والجيوب الأنفية، إنتانات الكلية والجهاز البولي والتناسلي عند الجنسين، الإنتانات الهضمية، الجلدية، العظم والنقي [للكبار والأطفال فوق 12 سنة: 2 مضغوطة مرت","غثيان، قياء، إسهال، التهاب الفم، طفح، بيلة دموية","تقطع المعالجة عند ظهور الطفح الجلدي، مراقبة وظيفة الكلية والبول، الإكثار من السوائل، مراقبة صيغة الدم عند الاستعمال المديد، دعم المعالجة بحمض الفوليك","المدرات، خافضات سكر الدم، مضادات التخثر الفموية، الفينيتوئين، الريفامبيسين، الميتوتريكسات، السيكلوسبورين"
706,Cardiospirin _ 50,,50,0,16,aspirin 100mg,,,,,
707,Confiance _ 28,,28,0,16,vitamines & minerals for women during and after the menupause,,,,,
708,Tenoretic 100 _ 14,100,14,0,16,atenolol 100mg+chlorthalidone 25mg / tab,,,,,
709,Dormicum 7.5 _ 20,7.5,20,0,16,midazolam 7.5mg,أدوية الجهاز العصبي المركزي,"مركن، للتحضير قبل العمليات الجراحية،اضطرابات النوم، الأرق ]7.5-15ملغ/يوم[","نعاس، صداع، غثيان، احتباس البول، أعراض تحسسية، دوار","عدم قيادة الآليات، مراعاة الإيقاف التدريجي، الإرضاع، الاضطرابات الحركية من مصدر عصبي مركزي، الكحول، قصور القلب، قصور الكبد، قصور الكلية، تجنب الاستعمال المديد، القصور التنفسي المزمن، إجراء فحوص دموية","المنومات، المسكنات، الأدوية النفسية (الليثيوم، مضادات الذهان، مضادات الاكتئاب)، المخدرات، السيمتدين، البروبرانولول، الميتوكلوبراميد"
710,Kenazol 200 _ 10,200,10,0,17,ketoconazole 200mg,الأدوية الجلدية,معالجة الاصابات الجلدية الفطرية الناتجة عن المبيضات البيض والنخالية المبرقشة [يدهن 2ـ3 مرات/يوم] لمدة 14 يوم,"تخريش، حساسية، حرقة، قد يحدث التهاب جلد تماسي","القصور الكلوي، القصور الكبدي","الفينيتوئين، خافضات سكر الدم الفموية، مضادات التخثر الفموية"
711,Lamogine 25 _ 20,25,20,0,17,lamotrigine 25mg,,,,,
712,Lexozepam 3 _ 20,3,20,0,17,bromazepam 3mg,,,,,
713,Lexozepam 6 _ 20,6,20,0,17,bromazepam 6mg,,,,,
714,Tizanid 4 _ 20,4,20,0,17,tizanidine 4mg,,,,,
715,Euphillin 175 _ 20,175,20,0,17,aminophylline 175mg,,,,,
716,Lorativan 1 _ 20,1,20,0,17,lorazepam 1mg,,,,,
717,Dapson 100 _ 20,100,20,0,17,dapsone 100mg,مضادات العوامل الإنتانية,"معالجة الجذام [1-2 ملغ / كغ / يوم]، الالتهابات الجلدية عقبولية الشكل [50-300 ملغ/يوم]","قهم، دوار، طفح جلدي، تسرع القلب","عوز خميرة G6PD، الحمل، الارضاع، البورفيريا","حمض دي امينو بينزوئيك، البروبنسيد، الريفامبيسين، الفحم، التريميتوبريم"
718,Dogretole 200 _ 50,200,50,0,17,carbamazepine 200mg,مضادات الألم,"تسكين آلام العصب مثلث التوائم والعصب اللساني البلعومي[400-800ملغ/يوم 2-4 جرعات، الجرعة القصوى1600ملغ /يوم على جرعات]، التناذرات الألمية المترافقة مع الاضطرابات العصبية (التصلب المتعدد)،الذهان الهوسي الاكتئابي، اعتلال الأعصاب السكري، تناذر سحب الكحول[400-6","نعاس، دوار، جفاف الفم، غثيان","الأطفال دون 6 سنوات، الزرق، الاضطرابات الدموية، القصور الكلوي، القصور الكبدي، القصور القلبي، مراعاة الإيقاف التدريجي، فحص العين دورياً، عدم قيادة الآليات، الكحول","التتراسيكلين، الدوكسي سيكلين، مانعات الحمل الفموية، الفينوباربيتون، الفينيتوئين، الماكروليدات، حاصرات الكالسيوم، مضادات الاكتئاب، السيميتدين، حمض الفالبروئيك، الديكساميتازون، مضادات التخثر الفموية، المهدئات (كلونازيبام، كلوبازام، البرازولام)، الإيزونيازي"
